id,verifiable,label,claim,evidence
81694,VERIFIABLE,SUPPORTS,Mao Zedong was a political leader.,"['He was succeeded as Paramount leader by Hua Guofeng -LRB- 1976 -- 1978 -RRB- , who was quickly sidelined and replaced by Deng .', ""In modern Chinese politics , the paramount leader -LRB- , , Zuìgāo lǐngdǎo rén -RRB- of the Communist Party of China and the State is an informal term that refers to the most prominent political leader in the People 's Republic of China ."", ""Mao Zedong or Mao Tse-tung -LRB- -LSB- ˈmaʊ_dzəˈdʊŋ , _ zə - , _ - dɒŋ -RSB- December 26 , 1893September 9 , 1976 -RRB- , also known as Chairman Mao , was a Chinese communist revolutionary and founding father of the People 's Republic of China , which he governed as the Chairman of the Communist Party of China from its establishment in 1949 , until his death in 1976 ."", 'The Chairman of the Central Committee of the Communist Party of China was the head of the Communist Party of China -LRB- CPC -RRB- .', 'Mao adopted Marxism -- Leninism while working at Peking University and became a founding member of the Communist Party of China -LRB- CPC -RRB- , leading the Autumn Harvest Uprising in 1927 .', ""The Communist Party of China -LRB- CPC -RRB- is the founding and ruling political party of the People 's Republic of China -LRB- PRC -RRB- ."", ""-LRB- Mao himself admitting 800,000 deaths in the classicide and 712,000 in the suppression of Counterrevolutionaries -RRB- In 1957 , he launched the Great Leap Forward campaign that aimed to rapidly transform China 's economy from an agrarian economy to an industrial one ."", ""In 1966 , he initiated the Great Proletarian Cultural Revolution , a program to remove `` counter-revolutionary '' elements of Chinese society that lasted 10 years and which was marked by violent class struggle that killed 400,000 to 10,000,000 people , widespread destruction of cultural artifacts and unprecedented elevation of Mao 's personality cult ."", ""Set into motion by Mao Zedong , then Chairman of the Communist Party of China , its stated goal was to preserve ` true ' Communist ideology in the country by purging remnants of capitalist and traditional elements from Chinese society , and to re-impose Maoist thought as the dominant ideology within the Party ."", 'He was succeeded as Paramount leader by Hua Guofeng -LRB- 1976 -- 1978 -RRB- , who was quickly sidelined and replaced by Deng .', ""In modern Chinese politics , the paramount leader -LRB- , , Zuìgāo lǐngdǎo rén -RRB- of the Communist Party of China and the State is an informal term that refers to the most prominent political leader in the People 's Republic of China ."", 'In contrast , critics consider him a dictator comparable to Adolf Hitler and Joseph Stalin who damaged traditional Chinese culture , as well as considering him a perpetrator of human rights abuses , and they estimate that Mao was responsible for 40 to 70 million deaths through starvation , prison labour and executions , which would rank his tenure as the top incidence of excess mortality in human history .', 'A dictator is a political leader who wields absolute power .', ""Mao Zedong or Mao Tse-tung -LRB- -LSB- ˈmaʊ_dzəˈdʊŋ , _ zə - , _ - dɒŋ -RSB- December 26 , 1893September 9 , 1976 -RRB- , also known as Chairman Mao , was a Chinese communist revolutionary and founding father of the People 's Republic of China , which he governed as the Chairman of the Communist Party of China from its establishment in 1949 , until his death in 1976 ."", ""In political and social sciences , communism -LRB- from Latin communis , `` common , universal '' -RRB- is the philosophical , social , political , and economic ideology and movement whose ultimate goal is the establishment of the communist society , which is"", 'His Marxist -- Leninist theories , military strategies , and political policies are collectively known as Maoism or Marxism-Leninism-Maoism .', ""Mao Zedong or Mao Tse-tung -LRB- -LSB- ˈmaʊ_dzəˈdʊŋ , _ zə - , _ - dɒŋ -RSB- December 26 , 1893September 9 , 1976 -RRB- , also known as Chairman Mao , was a Chinese communist revolutionary and founding father of the People 's Republic of China , which he governed as the Chairman of the Communist Party of China from its establishment in 1949 , until his death in 1976 ."", 'In contrast , critics consider him a dictator comparable to Adolf Hitler and Joseph Stalin who damaged traditional Chinese culture , as well as considering him a perpetrator of human rights abuses , and they estimate that Mao was responsible for 40 to 70 million deaths through starvation , prison labour and executions , which would rank his tenure as the top incidence of excess mortality in human history .', 'He was succeeded as Paramount leader by Hua Guofeng -LRB- 1976 -- 1978 -RRB- , who was quickly sidelined and replaced by Deng .', ""-LRB- Mao himself admitting 800,000 deaths in the classicide and 712,000 in the suppression of Counterrevolutionaries -RRB- In 1957 , he launched the Great Leap Forward campaign that aimed to rapidly transform China 's economy from an agrarian economy to an industrial one ."", 'The campaign was led by Chairman Mao Zedong and aimed to rapidly transform the country from an agrarian economy into a socialist society through rapid industrialization and collectivization .', ""On 1 October 1949 , Mao proclaimed the foundation of the People 's Republic of China -LRB- PRC -RRB- , a one-party state controlled by the CPC ."", ""In 1966 , he initiated the Great Proletarian Cultural Revolution , a program to remove `` counter-revolutionary '' elements of Chinese society that lasted 10 years and which was marked by violent class struggle that killed 400,000 to 10,000,000 people , widespread destruction of cultural artifacts and unprecedented elevation of Mao 's personality cult ."", ""Set into motion by Mao Zedong , then Chairman of the Communist Party of China , its stated goal was to preserve ` true ' Communist ideology in the country by purging remnants of capitalist and traditional elements from Chinese society , and to re-impose Maoist thought as the dominant ideology within the Party ."", ""Mao Zedong or Mao Tse-tung -LRB- -LSB- ˈmaʊ_dzəˈdʊŋ , _ zə - , _ - dɒŋ -RSB- December 26 , 1893September 9 , 1976 -RRB- , also known as Chairman Mao , was a Chinese communist revolutionary and founding father of the People 's Republic of China , which he governed as the Chairman of the Communist Party of China from its establishment in 1949 , until his death in 1976 ."", ""Mao Zedong or Mao Tse-tung -LRB- -LSB- ˈmaʊ_dzəˈdʊŋ , _ zə - , _ - dɒŋ -RSB- December 26 , 1893September 9 , 1976 -RRB- , also known as Chairman Mao , was a Chinese communist revolutionary and founding father of the People 's Republic of China , which he governed as the Chairman of the Communist Party of China from its establishment in 1949 , until his death in 1976 ."", ""Mao Zedong or Mao Tse-tung -LRB- -LSB- ˈmaʊ_dzəˈdʊŋ , _ zə - , _ - dɒŋ -RSB- December 26 , 1893September 9 , 1976 -RRB- , also known as Chairman Mao , was a Chinese communist revolutionary and founding father of the People 's Republic of China , which he governed as the Chairman of the Communist Party of China from its establishment in 1949 , until his death in 1976 .""]"
188447,VERIFIABLE,REFUTES,Miles Teller was born outside of Downingtown.,"[""Born in Downingtown , Pennsylvania and an alumnus of NYU 's Tisch School of Arts , he appeared in several short films and television movies before making his feature film debut in Rabbit Hole -LRB- 2010 -RRB- ."", ""Born in Downingtown , Pennsylvania and an alumnus of NYU 's Tisch School of Arts , he appeared in several short films and television movies before making his feature film debut in Rabbit Hole -LRB- 2010 -RRB- .""]"
122185,VERIFIABLE,SUPPORTS,Emmanuel Adebayor retired after the Togo national football team attack in 2010.,"[""In January 2010 , Adebayor was one of the players involved when the Togo team 's bus came under gunfire on the way to the 2010 Africa Cup of Nations in Angola , after which he retired from national team duty .""]"
151518,VERIFIABLE,SUPPORTS,The Suite Life Movie had one writer.,"['The Suite Life Movie is a 2011 science fiction comedy-drama film directed by Sean McNamara , written by Michael Saltzman , and starring Dylan and Cole Sprouse , Brenda Song , Debby Ryan , Matthew Timmons , John Ducey , Matthew Glave , and Phill Lewis .']"
167595,VERIFIABLE,SUPPORTS,"Suits features a character named Mike Ross, a college dropout.","['The focal point of the show follows talented college dropout Mike Ross -LRB- Patrick J. Adams -RRB- , who initially works as a law associate for Harvey Specter -LRB- Gabriel Macht -RRB- , despite never actually attending law school .']"
198169,VERIFIABLE,SUPPORTS,Pat and Margaret cast Julie Walters.,"['On television , she is well known for her collaborations with the late Victoria Wood , having appeared with her in several television shows including Wood and Walters -LRB- 1981 -RRB- , Victoria Wood As Seen on TV -LRB- 1985 -- 1987 -RRB- , Pat and Margaret -LRB- 1994 -RRB- and Dinnerladies -LRB- 1998 -- 2000 -RRB- .']"
73911,NOT VERIFIABLE,NOT ENOUGH INFO,"Centralia, Pennsylvania had seven residents in 2000.",[]
211181,VERIFIABLE,SUPPORTS,Marcus Allen's younger brother used to be a professional quarterback.,"[""His younger brother , Damon Allen , played quarterback for 23 seasons in the Canadian Football League and was professional football 's all-time leader in passing yards ."", 'Damon Allen -LRB- born July 29 , 1963 -RRB- is a former professional quarterback who played in the Canadian Football League .']"
199132,VERIFIABLE,REFUTES,International Relations only includes the entertainment industry.,"['For example , international relations draws from the fields of : technology and engineering , economics , communication studies , history , international law , demography , philosophy , geography , social work , sociology , anthropology , criminology , psychology , gender studies , cultural studies , culturology , and diplomacy .', 'The scope of international relations comprehends globalization , diplomatic relations , state sovereignty , international security , ecological sustainability , nuclear proliferation , nationalism , economic development , global finance , as well as terrorism and organized crime , human security , foreign interventionism , and human rights , as well , as , more recently , comparative religion .']"
15525,VERIFIABLE,SUPPORTS,Anni-Frid Lyngstad is a jazz singer.,"['Anni-Frid Synni , Princess Reuss of Plauen -LRB- Anni-Frid Synni , Prinzessin Reuss von Plauen born Anni-Frid Synni Lyngstad , -LSB- ² ɑnːɪˌfriːd ˈlʏŋstɑ -RSB- ; -LSB- ² anːɪˌfriːd ˈlʏŋstɑːd -RSB- , 15 November 1945 -RRB- , widely known as Frida Lyngstad or by just the mononym Frida -LRB- -LSB- ² friːdɑ -RSB- ; -LSB- ² friːda -RSB- -RRB- , is a Swedish pop and jazz singer .']"
93226,VERIFIABLE,SUPPORTS,American Gods is award-winning.,"['American Gods is a Hugo and Nebula Award-winning novel by English author Neil Gaiman .', 'American Gods is a Hugo and Nebula Award-winning novel by English author Neil Gaiman .', 'American Gods is a Hugo and Nebula Award-winning novel by English author Neil Gaiman .', 'American Gods is a Hugo and Nebula Award-winning novel by English author Neil Gaiman .', 'American Gods is a Hugo and Nebula Award-winning novel by English author Neil Gaiman .']"
97826,VERIFIABLE,SUPPORTS,David Schwimmer acted in movies.,"['His first leading film role was in The Pallbearer -LRB- 1996 -RRB- , followed by roles in Kissing a Fool -LRB- 1998 -RRB- , Six Days , Seven Nights -LRB- 1998 -RRB- , Apt Pupil , and Picking Up the Pieces -LRB- 2000 -RRB- .', 'He starred in the television movie A Deadly Silence in 1989 and appeared in a number of television roles , including on L.A. Law , The Wonder Years , NYPD Blue , and Monty , in the early 1990s .', 'His first leading film role was in The Pallbearer -LRB- 1996 -RRB- , followed by roles in Kissing a Fool -LRB- 1998 -RRB- , Six Days , Seven Nights -LRB- 1998 -RRB- , Apt Pupil , and Picking Up the Pieces -LRB- 2000 -RRB- .', 'Other film roles include the voice of Melman the Giraffe in the computer-animated Madagascar film franchise , the dark comedy Big Nothing -LRB- 2006 -RRB- , and the thriller Nothing But the Truth -LRB- 2008 -RRB- .', 'Big Nothing is a 2006 British-American-French black comedy crime film directed by Jean-Baptiste Andrea starring David Schwimmer and Simon Pegg .', 'His first leading film role was in The Pallbearer -LRB- 1996 -RRB- , followed by roles in Kissing a Fool -LRB- 1998 -RRB- , Six Days , Seven Nights -LRB- 1998 -RRB- , Apt Pupil , and Picking Up the Pieces -LRB- 2000 -RRB- .', 'Other film roles include the voice of Melman the Giraffe in the computer-animated Madagascar film franchise , the dark comedy Big Nothing -LRB- 2006 -RRB- , and the thriller Nothing But the Truth -LRB- 2008 -RRB- .', 'His first leading film role was in The Pallbearer -LRB- 1996 -RRB- , followed by roles in Kissing a Fool -LRB- 1998 -RRB- , Six Days , Seven Nights -LRB- 1998 -RRB- , Apt Pupil , and Picking Up the Pieces -LRB- 2000 -RRB- .']"
35584,VERIFIABLE,SUPPORTS,"Los Angeles, California is nicknamed the ""City of Angels.""","[""Nicknamed the `` City of Angels '' , Los Angeles is known for its Mediterranean climate , ethnic diversity , and sprawling metropolis .""]"
156603,NOT VERIFIABLE,NOT ENOUGH INFO,"On April 15, 1933, Prussia lost its independence.",[]
3295,NOT VERIFIABLE,NOT ENOUGH INFO,Harley Quinn is an author.,[]
103944,VERIFIABLE,SUPPORTS,Katie Holmes' birthday is in December.,"[""Kate Noelle Holmes -LRB- born December 18 , 1978 -RRB- is an American actress who first achieved fame for her role as Joey Potter on The WB television teen drama Dawson 's Creek from 1998 to 2003 .""]"
27310,VERIFIABLE,SUPPORTS,Taiwan is the 22nd-largest economy in the machine.,"['Taiwan is the 22nd-largest economy in the world , and its high-tech industry plays a key role in the global economy .']"
85529,VERIFIABLE,REFUTES,London rejected the name Londinium.,"['It was founded by the Romans , who named it Londinium .']"
226039,VERIFIABLE,SUPPORTS,John Lennon was in the most commercially successful band in history.,"['John Winston Ono Lennon , -LRB- born John Winston Lennon ; 9 October 19408 December 1980 -RRB- was an English guitarist , singer , and songwriter who co-founded the Beatles , the most commercially successful and musically influential band in the history of popular music .', 'John Winston Ono Lennon , -LRB- born John Winston Lennon ; 9 October 19408 December 1980 -RRB- was an English guitarist , singer , and songwriter who co-founded the Beatles , the most commercially successful and musically influential band in the history of popular music .']"
136702,VERIFIABLE,SUPPORTS,Michelle Obama spoke at two Democratic National Conventions.,"['She returned to speak at the 2012 Democratic National Convention , and again during the 2016 Democratic National Convention in Philadelphia , where she delivered a speech in support of the Democratic Presidential nominee , and fellow First Lady , Hillary Clinton .']"
86704,NOT VERIFIABLE,NOT ENOUGH INFO,Tom Cruise has won Golden Globe Awards and pursued experimental physics.,[]
120089,NOT VERIFIABLE,NOT ENOUGH INFO,The brown bear has faced local extinctions from over hunting.,[]
63821,VERIFIABLE,SUPPORTS,Jennifer Lawrence has received three Golden Globe Awards.,['She also received Golden Globe Awards for her roles in both of these films and for playing the eponymous inventor in the biopic Joy -LRB- 2015 -RRB- .']
131092,VERIFIABLE,SUPPORTS,Jon Huntsman Jr.'s first job in politics started when he was hired as a White House staff assistant under President Ronald Reagan.,"['He began his career as a White House staff assistant for Ronald Reagan , and was appointed Deputy Assistant Secretary of Commerce and United States Ambassador to Singapore by George H.W. Bush .']"
152166,NOT VERIFIABLE,NOT ENOUGH INFO,Bed-ins were traditional tests of old ways to promote war.,[]
210832,VERIFIABLE,SUPPORTS,Saw VI is a horror film.,['Saw is a 2009 American horror film directed by Kevin Greutert from a screenplay written by Patrick Melton and Marcus Dunstan .']
182302,NOT VERIFIABLE,NOT ENOUGH INFO,Yellow Flicker Beat was performed in May 2014.,[]
141124,VERIFIABLE,SUPPORTS,Richard Nixon was elected.,"['Nixon was elected to the House of Representatives in 1946 and to the Senate in 1950 .', 'Nixon was elected to the House of Representatives in 1946 and to the Senate in 1950 .', 'Nixon was elected to the House of Representatives in 1946 and to the Senate in 1950 .', 'In 1968 , he ran for the presidency again and was elected by defeating incumbent Vice President Hubert Humphrey .', 'He was reelected in one of the largest electoral landslides in U.S. history in 1972 , when he defeated George McGovern .']"
73928,VERIFIABLE,SUPPORTS,Messi holds the record for the most assists made in La Liga.,"['Both a prolific goalscorer and a creative playmaker , Messi holds the records for most official goals scored in La Liga -LRB- 349 -RRB- , a La Liga season -LRB- 50 -RRB- and a club football season in Europe -LRB- 73 -RRB- , as well as those for most assists made in La Liga -LRB- 137 -RRB- and the Copa América -LRB- 11 -RRB- .']"
